results;Score;Label
comedy top joke;0,143229167;positive
ina soop jimin playing football ball mainmain come on focus gamen;0,034961024;positive
kaa aip richa satisfires elements of gitukinci jokes;0,053850446;positive
change the period of considering a joke joke up somersault;0,141560872;positive
nicil admit the interview gd using a strategy for playing objective position;0,039274524;positive
literally consider the stage jokes of the srimulat daku kembang event;0,070983887;positive
think of a fake cunning fake buk joke;0,020507813;positive
soop jimin playing the foot volleyball football lets focus;0,010986436;positive
joey jokes;0,21484375;positive
wrong send ethereum nets display feenya jokes;-0,022635324;negative
sad ri folk joke kpk agency adhoc;-0,010044643;negative
sad ri kpla kpla folk joke;-0,01171875;negative
laughing a joke repeatedly recalled mass;0,094726563;positive
i really want to go home to reji really kyk jokes;0,210379464;positive
joke read;0,136779785;positive
empathy of the sky man joke;0,092285156;positive
pull the fire weapon to stay so it dies;-0,025512695;negative
the drama joke imagined song ziqi nyeletuk;0,063802083;positive
jokes are not;0,4296875;positive
dead poor anjrttt gaaaa jokes;-0,109192276;negative
meera try to have up just heard zal back;0;neutral
football jokes ashamed of arthur you usep indonesian ball sus you broken the team;0,004691976;positive
coal house using adult joke solar panels;0,04296875;positive
anjir is really the world likes jokes;0,25703125;positive
a joke made a laugh on the week of going sick on sunday hadehhhh fortunately;0,02485233;positive
think of a joke;0,295898438;positive
hasto statement joke;0,143554688;positive
characteristics of islam kdrun becomes islam religion attacking attacking pigs blind attack islam they attack religion;-0,021803636;negative
newd salah signs of god made jokes;0,076015473;positive
born funny big nnti comedy laughed funny but mireka joke material;0,073681641;positive
understanding the tweet response;0,084635417;positive
the history of zoro anime is only a blind zoro meme;-0,041666667;negative
fearing the condition of the victim of the kdrt quarantine mandiri nemu gin fb temantem;-0,05625;negative
bole tawain weve lives full of jokes with seo changbin;0,056884766;positive
arrogant arrogant arrogant friend understanding lontarka communication;0,07421875;positive
pcr pny marriage joke;0,11328125;positive
structure jokes are less funny to be fendem;0,0734375;positive
bright you are low praise so ingredients are really strange jokes;0,213448661;positive
ck jokes;0,21484375;positive
funny laws of religion so jokes;0,133300781;positive
yos melki best comedic duo ever cant stop laughing thir jokes funny;0,067749023;positive
cents eat buy gapaham jokes of the other talk intentionally wearing friends clothes;0,062792969;positive
yh laughed the world of jokes;0,107421875;positive
a joke to play for;0,231445745;positive
morning afternoon laughing night breath dead joke trivial wak;-0,023553001;negative
sorry sorry trivial is difficult to carry out the basic science of humans;-0,205078125;negative
when prison prison as a result of yesterday i often have a bay;-0,005208333;negative
follow change business name facebook meta twitter account formal minimarket restaurant jokes;0,02965212;positive
follow rename business name facebook formal twitter account minimarket restaurant;-0,007728003;negative
miss kawandku kawandku padang terrain seriously need a cape joke so a joke life mulu;0,07425944;positive
relevant really a joke right after the hobby of nyender know;0,141235352;positive
joke commented behavioral behavioral sosmed;0,0859375;positive
i really like a ngetweet joke photo of my minute kai;0,149739583;positive
piss rp. berak rp when defaints to pay rp reboo;0,004150391;positive
my life jokes;0,215087891;positive
sumringah unyu meanwhiles girlfriend nerves confused her own life jokes;0,027893066;positive
the joke is really offered by the shopee mandiri card you like to buy raw materials;0,097101212;positive
think a joke dar stop by fate select;0,076538086;positive
the name of the child imagination game using adults suppose the sons joke consumes exciting;0,010109641;positive
the joke just glares right when its funny to be crispy beuds;0,083618164;positive
youre laughing a joke you cry unknown;-0,01328125;negative
lm yes really haters jaddin as a joke;0,149739583;positive
group chat salary mandatory comments love joke lawa giar kasih joke;0,14375;positive
stop setting jokes;0,142781576;positive
anjir settings dont help make a joke gin sali;0,081059456;positive
video of bela niall paparazzi make comfortable;-0,031243642;negative
brp age jokes are innocent with the difference in a little bit fishing war;0,072998047;positive
skak mat lost wakaka jokes not bad;-0,004272461;negative
group jokes;0,26171875;positive
tg nonorganic cobain bang hear his joke;0,106119792;positive
joke heh.;0,21484375;positive
bastard laughter joke;-0,028645833;negative
problems action creative sociality sociality jokes;0,029724121;positive
dont really bacanyasok jokes;0,224609375;positive
really thought jokes;0,309163411;positive
swing sticks belonging to the british-owned british and hearing rapal bombarda enemy deroya;0,018313599;positive
suppa goke when that is truting through bates to be the prank;0,0375;positive
trans instagram live jisung talks rhinitis nanya jeno;-0,016693115;negative
kaga life cave jokes;0,107543945;positive
sometimes think about laughing a joke really funny ngehargain asw;0,159179688;positive
trans instagram live jisung talks rhinitis nanya jeno tenta;-0,014838325;negative
dramatic life contents fakkk jokes ngengain asa then just just;0,107212612;positive
life joke bangsatttttt;0,083496094;positive
you die the feet of young soo lift the shoulders of dirinys signal;-0,019106865;negative
help test must up comedy idea joke gakkkk drop wahyuuu;0,103027344;positive
xavi gambling hope pep moncer xa;0,072265625;positive
pounding laughed kya accidentally made a joke;0,082037608;positive
buy a branded bag my wife i buddy bisikin wife;0,035714286;positive
the boundary of the jokes of jokes become jokes;0,25625;positive
read teen magazine sepet hot ball world fill in actor kim seonho;0,009332765;positive
when searching to know the music there it might be a joke;0,166656494;positive
kating i like jokes ngeunfoll me diread;0,143229167;positive
word format document key need password open jin and murmur slowly students;-0,051081018;negative
fed up with trivial dri mama cash finished confused karmna;0,015625;positive
severe heartache failed to test being a joke of a friend;-0,035176595;negative
blt subsidy salary joke point;0,012167358;positive
please consider the jokes if vaxx sells;0,176074219;positive
urg type kd laughs kytu jokes are sad;-0,010044643;negative
pohan pohan ria twitter joku gatau gatau horrified horrifying opponents;-0,00625;negative
open short sell kandas bang mercy joke;0,026672142;positive
gin jokes except twitter;0,143229167;positive
show ngeship found strange sesshoumaru faithful;0,038716634;positive
ekokuntadhi udel kasi holds syeh arbitrities;0,006513158;positive
anjinjg bomb halloween stop jokes i nangisin selca jeno jaehyun;0,044121636;positive
funny lives jokes luuu njing;0,104785156;positive
so the joke invited chatting the corner of the hand over the wall of the wall of drakor chatting;0,075683594;positive
guzel hahahalelucon loss of mafia eraditates;-0,034570313;negative
sudi resistant work rights change as horther;-0,044189453;negative
gapapa runs out of the night i hope the abortion is funny genuine psychopathy jokes;0,079940972;positive
halhal teaches the same price okay if;0,072265625;positive
taun nemu caper hobbies meat meat joke friends;0,078683036;positive
so sentence jokes;0,21484375;positive
jahhhh kek become a joke;0,109375;positive
saturday the discussion discussed the book of a joke of the mil kundera mil kundera for a dangerous book;-0,009232955;negative
ekokuntadhi pity religion becomes a joke;-0,025;negative
this joke;0,2734375;positive
funny light price maximinity to eat;-0,002850379;negative
after svt abis jokes;0,143229167;positive
women need analysts for mens appeal men sometimes;0,005580357;positive
aps tomorrow tranding kabar enjung there is severe ruanv ventilator denger jokes;-0,005078125;negative
the concept of youtuber australia shammi jack odherty ngeprank circle is severe;-0,049913194;negative
intel mr. kang meatballs postantantweet lat;0;neutral
mental disgusted health jokes in a healthy soul in the same soul;0,180245536;positive
kayak joke material attractions;0,095703125;positive
ko joke cute blashhahahahaha shut;0,13125;positive
fair near my house seriously kyk gin joke;0,084635417;positive
fair near my house joke;0,1484375;positive
easily build trust issue dont buy capable that is spirit makel;0,097222222;positive
when a joke friend is funny to mentally tangent the ap;0,118489583;positive
live jokes ws gilbert erick thohir;0,102091471;positive
guy weve hobby jokes many funny viewpoints like jad;0,065429688;positive
id match joke material;0,073242188;positive
macamas joke;0,13671875;positive
old smell farting bear hajar talk roughly jokes heiji hattorori;0,049230957;positive
original release dar joke moment failed tajir law;-0,006088257;negative
narrow room mattress pad story net laughy simple joke chat;0,008029514;positive
after trying the joke;0,258911133;positive
gataau rewatch drama ttp bosen jokes tetep funny;0,086914063;positive
how come the physical criticism of the place to go to the jokes of the wealthy human joke;0,068144686;positive
happy youth oath youth oath of youth mudamudi action congratulations kri;0,078409831;positive
indonesia crossphase ig story curious story angry jokes;0,019042969;positive
happy youth oath of youth oath mudamudi action congratulations;0,068191528;positive
galacu oath kea is so a joke ingredient;0,0546875;positive
really ethically tired of being angry to become a joke;0,1484375;positive
pure content jokes really intention sore content;0,158761161;positive
yesterdays jir joke;0,143229167;positive
crossphase ig story curious story angry jokes;0,021763393;positive
think even though the beautiful painting is a stupid joke;0,085571289;positive
nord cuan weigh results disconnect comdis add law play;0,036655002;positive
spirit pohan ria twitter jokes gatau ig horrified horrified;0,034288194;positive
laugh jokes rebuild birth;0,119140625;positive
losing the weird little loss of emyu jokes to get;-0,099456379;negative
anies one gabener waking up can project price build;0,006510417;positive
laughing re-recall joke wins;0,1640625;positive
hahhaaa it hurts me a joke shouldnt be able to hurt my seconds hurt a funny day of my life;-0,055153587;negative
gabisa laughing a repeat joke then repeat tears;0,06640625;positive
laugh laughed three laugh ironic;-0,005208333;negative
deer lmude slh bnrsdh burem sjk intention of msk disjanjjd tool;-0,00078125;negative
nu jokes ready for layekar bib;0,0984375;positive
the phase joke hurts kwkwkw;0;neutral
said jokes;0,21484375;positive
gapaham sorachi the figure of the price of the authority of tera;0,009318034;positive
gapapa jokes the team team difficult to win the team;-0,021205357;negative
really cape campus joke;0,224609375;positive
crazy my salute with orng macem can feel great to help kelamma;0,022834778;positive
id pdip jokes serang people paspai;0,071614583;positive
muslims are ahead of laughing sick jokes;-0,013085938;negative
exciting kayak bipolar disorder alter girl dear ngl im desperate eno;-0,034179688;negative
lords jokes;0,21484375;positive
sentimeter idol mask from lan tone tone;-0,042382813;negative
endonesa ngece pss conscious chest endonesa jokes;0,077008929;positive
bang jokes;0,235351563;positive
menowa gathering men jancok sok cool sok wibawa cool maba tap eyes;0,022298177;positive
prince hynjin amerth come find empress revisit;0,044643939;positive
anjir jokes;0,21484375;positive
pss dadi material joke indonesia raya saiki cak;0,064453125;positive
room space is quiet at the full price of empty people consider it to be truly;0,057562934;positive
from the city of samasama tapa beside the human ghost joke;0,072916667;positive
support prayer happy college cheating in college friends;0,166294643;positive
arthur jokes pss try trying;0,121191406;positive
twitter ria pohan jokes until ig seriously;0,08203125;positive
jonathan kernyit bayu silent funny joking expressin jokes;0,107421875;positive
ancen pedot jokes;0,143229167;positive
libramood life life does oops iso isoooo nduk urip sakno sakno sakno;8,87784E-05;positive
its weird runny spirit of the determination;-0,038085938;negative
life jokes i think isoooo nduk urin ngene sakno skaknomen;0,051025391;positive
bcanda lives jokes;0,146484375;positive
yuknikah fast jokes;0,143229167;positive
really joke my life;0,239746094;positive
the level of my joke is that as much as bandung i havent been taught;0,05078125;positive
safe indonesian safety institute for siber indonesia bobolic jokes https;0,061631944;positive
hope it belongs to the dark days hopefully you are bright stars;0,104125977;positive
oooo i oooo i think its emang;0,007263184;positive
advice moga democrat jokes so die laughing democrats added rice;0,037312826;positive
weve staying era etna make the language of sundanese maneh genaheun ngaledek maneh make;-0,006478627;negative
jkt slaps jokeslelucon always recalls dpn mgkn;0,001813616;positive
the wrong translation thank you thank you for making it;-0,130509948;negative
opponent joke satisfires police satuh;0,0734375;positive
jokeslelucon slalu slalu recalls mgkn;0,008789063;positive
lulu write twitter jokes templates;0,1234375;positive
malayudi serieia joke kahh team crushed mel ...;0,048758371;positive
corruptor jokes agus noor discount;0,0859375;positive
tirta megantara abang kenzie kenzie university lecture;-0,008928571;negative
yok yok billionaire sponsorin twinks main leads side chara material joke;0,071128152;positive
this joke isiiii;0,21484375;positive
wonwoo joshua concept of mere jokes aka prank doang;0,073242188;positive
country jokes;0,21484375;positive
heol jokes;0,21484375;positive
linaprlia busyettt is very powerful to be a joke;0,16796875;positive
brutality of the indo police institute for the presidents amendment card;-0,017299107;negative
i caused a sumbersumber ginian the regime in the bulletbulkibul amburdul repu;0;neutral
menwa gathering men jancok sok cool sok wibawa cool eyes;0,056640625;positive
td former bgelike funny photo joke material;0,035714286;positive
join bsdtwt fill in the dzi stan stress joke denial;0,028808594;positive
seriously i dont need to accompany me i want to curcol i feel right?;0,036834717;positive
really real kiyai nu religion if;0,10760498;positive
seriously i dont want to accompany me to accompany me curcol nemenin;0,023995536;positive
malayudi seriea mending runner up diinget bang diinget seb;0,002441406;positive
sometimes it requires talking to a cloudy bright meeting;-0,002176921;negative
naa funny what is the religion of what religious jokes;0,103125;positive
self-dismissed entertainment hireless bumps;0;neutral
satan now already neng yt jokes;0,0734375;positive
gyu kek because connecting jokes discuss erti enjoy;0,127232143;positive
agap jokes mbak.;0,143229167;positive
malayudi seriea let the ngellawak;-0,001953125;negative
until i was sick of confused about the operating gist of han jink jink jink jokes;0,045572917;positive
brutality indo police institute wn preside amendment cards;-0,017299107;negative
joke lt. gen. awin bobo;0,0859375;positive
teacher kangen hayung nyariin ngangenin tengil basta;0,004464286;positive
job desc residents give thousand thousand illegal parking attendants of the crime;-0,01878637;negative
lestari change jokes;0,14436849;positive
deserve people laughing at me live my joke;0,150390625;positive
work orders trainee comedian mulu jokes are not funny;0,050240653;positive
lt dorm joke drinking water wear wine glasses;0,060686384;positive
funny what do you become a religion of what religious jokes;0,0546875;positive
jokowis presidential style jokowi sahaja humah;-0,009928385;negative
opoan jokes;0,21484375;positive
mbak package impressed shopee express courier place to memorize kasih leluco;1,33514E-06;positive
deorganic dear funny funny jokes;0,1359375;positive
ige mwoya you think youre cool heol;-0,015991211;negative
already angry so angry jokes;0,052734375;positive
staying up late on a dumping joke appear;0,060998535;positive
sex school sex turns sexually considered taboo;0,032854505;positive
gods prayer moved bikini battom;0,021887207;positive
tomorrows afraid demo nangisin test ver life full jokes;0,030436198;positive
the tsam is already gamau hearing my life jokes live ak akuat;0,055826823;positive
malayudi seriea ranking perin;0,0078125;positive
sakno was surprised to have a good power of lok menwa;0,11356022;positive
safety safety institute for siber indonesia bobol leluc;0,017857143;positive
the century jokes appeared;0,1640625;positive
seriea gataau different juve inga;0,059375;positive
the pain can cover a smile rarely nang;-0,126300429;negative
choose real life jerumus;0;neutral
kejaji indah sapeyan jokes;0,107421875;positive
regular morning jokes;0,170979818;positive
life jokes in the morning;0,143391927;positive
nazuni trick treat special event now accept naughty;-0,017089844;negative
well plain jokes to keep your heart;0,191172552;positive
ic profession so display sometimes ic jokes dont easily guess love;0,1171875;positive
lebi joke bapack.;0,143229167;positive
low didik statement change people jokes;0,046203613;positive
you consider a mans kind man joke on makoto kyogoku;0,08140346;positive
suggested funny jokes are hard to understand;0,085778809;positive
come on sleep groupcall jokes;0,138671875;positive
understand the material joke laughing mental lineas;0,111979167;positive
the story joke repeatedly sadly sadly sad;-0,174153646;negative
the world is ideal for sometimes your joke is happy to live the ideal world;0,235595703;positive
the price is good if you consider me a hard joke;0,152617478;positive
brief brief story of young insan titis dewata this personal love jumarno;0,052929688;positive
tiger king of forest srigala circus clown assignment;-0,004446847;negative
gaberani talking about the official statement of seonho;0,003320313;positive
it hurts until its stupid nak mouth the smell of a lot of use aka aka;-0,093505859;negative
apdetan jeno just now the definition is still ngabarin;-0,0328125;negative
riding state sane conscious smart jokes while hearing;0,256138393;positive
evil jokes;-0,05859375;negative
jangjun jokes joke until goldenness laugh;0,1453125;positive
freak your know account loses my hypocritution;0,006103516;positive
ambek bay big jokes;0,128509521;positive
honest news funny jokes sunday hihixixixixi;0,13297526;positive
nang jokes;0,21484375;positive
jokes hurt the heart fell bullying;0,015771484;positive
likes smiles laughing loudly tongkan silent jokes;0,064732143;positive
hevin gendong koala marvin write hazen timang nimang hevin jokes;0,04296875;positive
joke heyykenapa leuconn;0,143229167;positive
ayok comes out a joke;0,14323169;positive
your joke lifts human;0,143229167;positive
joke hadehh pawn motor sends to deposit bpkb live;0,084625244;positive
jak baruk tauk forms the word joke;0,071614583;positive
yes only the hoe believes the title of herolapa jasa bang;0,060215541;positive
ina quality mv frost really jokes xtogether members bighit translingtxt;0,105859375;positive
angry face becomes a joke;0,074188232;positive
so jokes are jokes;0,4296875;positive
i wish when i was tired of the day i said suga said rm brought a book send a joke hyung jh;0,036170373;positive
ekokuntadhi wan abud jokes prambors era wrote faded;0,016601563;positive
quality mv frost really jokes xtogether members bighit translingtxt;0,115885417;positive
funny confide in my joke;0,205729167;positive
carved pumpkin jackolanter flame bonfire main ramal apple bobbing playing jokes;0,057528409;positive
odgj ic is sad to see because of other families od;-0,059284526;negative
carved pumpkin jackolanter flame bonfire main ramal apple bobbing main;0,040625;positive
plis jelucon;0;neutral
no cute embus fear to open information data;0,026041667;positive
jokes;0,4296875;positive
sad is really the response to open funny shes out there juice;0,035714286;positive
dammit kakji age understand mashi jokes just now;0,031901042;positive
rebu thing police funny jokes;0,054284668;positive
wrong adults consider children falling in love jokes laughing;0,041190011;positive
wrong adults consider children to fall in love jokes;0,013916016;positive
laugh jokes win sad chilts;0,021875;positive
this joke;0,2734375;positive
unbelieving cute jokes;0,247395833;positive
live latt joke;0,204182943;positive
lick consider the crazy joke garbage garbage;0,094319661;positive
chat different sirkel joke laughs actually;0,178385417;positive
wkakakak when i see a photo of arrived laughing a fixx joke;0,064140049;positive
good jokes nusa nation sentence;0,207561326;positive
cepet bedua resin kasih kasih kasih personalized personalized consumption;0;neutral
mercy is rich in a rich front joke;0,167297363;positive
lucumenggugat minister of cq commands president of the republic of indonesia manave;0,001953125;positive
yura yunita new song world tiputipu ku with erti gel;0,026603699;positive
kabeh ndek urip sof joke;0,0859375;positive
gladis gentleman jokes;0,1640625;positive
likes to gay in the style of kepanda laughing until its not a louc;0,048014323;positive
cuan weigh results disconnect comdis add law;0,042131696;positive
lesson afternoon;0;neutral
live jokes ws gilbert forward peoples business;0,09085519;positive
mere crazy;-0,126953125;negative
sometimes friends are hard to invite erti to be rebukeously;-0,041147868;negative
sorry try to protect videos of jokes;-0,096875;negative
fucking dateng laugh live pig jokes;0,131884766;positive
jalaaaaah id mukbang face carcass really funny jokes;0,124008179;positive
yesterday the blast of blasphemy a normal joke trust;0,040364583;positive
remember to be a tiny joke ingredient;0,130371094;positive
its fans sorry life becomes a joke of twt content material;-0,008728027;negative
remember papa setnov jokes;0,130371094;positive
funny state jokes;0,194010417;positive
corporate clowns become jokes for drama;0,104425;positive
can point photo points to be a key joke;0,087265015;positive
negrias joke;0,13671875;positive
sorry sorry joke;-0,276041667;negative
so many jokes in the afternoon;0,143229167;positive
uts jokes;0,21484375;positive
you itchy you chapter female still not object you are the topic of jokes lucah embarras;-0,019097222;negative
political jokes;0,21484375;positive
lia file ditimalucon funny;0;neutral
funny ditimalucon files;0,03125;positive
valiant budi forgotten colors ttd write valiant budi joker joker funeral valian;0,048828125;positive
conspiracy of traditional medicine leaves mustard the object of a confused joke material where is it funny;0,024212646;positive
jokes victims recommended state investigation institutions;0,098958333;positive
one belongs to the enemy joke dock;0,154296875;positive
wkwkwkwkkk jokes for streaming it with gin hehhh;0,078125;positive
ina yeonjun replied moa moa moa canda nerima joke stop attitude;0,010531339;positive
funny morning jokes spirit of carat;0,10546875;positive
crazy joke;0,025390625;positive
kill jokes keyboard uses;0,107421875;positive
lacur star political joke international political jokes;0,095982143;positive
funny funny ngelawak think fear to make the tensile service;-0,03151989;negative
the story pls laugh the funny story brokenhert jokes;0,084765625;positive
minutes dibales already check the joke;0,148580825;positive
yaallahhwhwheisiehsjv i attempt to be a joke im ruin yeah i dont pray for diarrhea;0,010633681;positive
my joke;0,2734375;positive
sudarsono kece bogem round of bur resistant religion nista artist;-0,031263563;negative
bogem bogem bagem hold religion nista ar;0,005582707;positive
awwowkwowk my brain full of dark jokes fitting digital traces;0,136260986;positive
live the world of jokes taro bumitunggu until its already strong;0,086809431;positive
donnarumma hujat milanisti italian tv shows touch logo ac mil bolasport arenanews;0,00212733;positive
laugh jokes lontar times;0,146484375;positive
gataau is wrong where tbtb is done by a joke;-0,045355225;negative
hahha stupid jokes bastard;-0,119140625;negative
lonely jokes;0,16015625;positive
the joke where mr. uburaubur consenses a spooky sharp straight look at mimik waja;0,019855118;positive
consider serious regime full of president jokes;0,104736328;positive
the mood is swearing around the circumference with brother adeqq ibuk khayal cave jokes discuss;0,048828125;positive
lived lying jokes hit by broken times;0,064702352;positive
smile small jokes how to laugh rang day trying learn indo sorry any errors;-0,06558505;negative
tetep gahar bang ilc tie comberan kangen joke;0,079589844;positive
i see the body of the bodies missing the remaining bahay;-0,038207052;negative
minus really suitable sarcass ex bestie block cave;0,081420898;positive
sarcases hurt it;-0,21484375;negative
yh sarcasion;0;neutral
sarcassment comments meanings also ngatain clown;-0,002604167;negative
jin sarcass hi jane worth hi;0,03125;positive
jae sarcasion;0;neutral
have to use the sarcass sentence in a good julid;0,129436326;positive
sok sarcasion dih;0;neutral
wonstein sarcases really brake;0,1171875;positive
taekook au adamavit prima jungkook maba university bighit nyali gede tastard taehyung men ding;-0,004464286;negative
bneran ap sarkas ye;0;neutral
sirkas because its easy to sorry cheating on the face;-0,094610596;negative
sarcass;0;neutral
sari change boost my teacher temen sarcases;0,005777995;positive
like sarcass;0;neutral
flwer mjb also revealed the true girl sarcaseed;0,026041667;positive
waw tumben agrarian history glad sarcases correction funny fun fun;0,018847656;positive
really points sarcases brain not asa help spe womens victims;0,043652005;positive
the intent of the admin sabas the admin likes to remove the block sender;0,047119141;positive
asuw;0;neutral
sarcases like it;0;neutral
ahshshh sarcased yesterday when i saw sg ngesupport;0;neutral
pls really sarcases pls pls pls;0,078125;positive
funny sarcass;0,046875;positive
sarcass kh mint.;0;neutral
sarcases be careful rich in the limit like idol;0,066851807;positive
students of criticism rights lead to criticism not to be soft;-0,02095441;negative
later cmn dighibahin proud sarcases of shrimp back rempeyek;0,03125;positive
even though sarcases laugh;-0,01171875;negative
i postink sender sirkas;0;neutral
myheart mbak typo sarcasion;0;neutral
emis kanda sarcasia;0;neutral
rich in the universe of being sick about the word mentally;-0,051702881;negative
sbnrnya was confused about join sarcass really join safe;0,046316964;positive
heh think sender sarcases haters try posthink;-0,001116071;negative
sarcasine full smile;0,026041667;positive
clear try playing ml feeder bacotin bukotin kyk gg;0,074440522;positive
clear coarse sarcases;0,124633779;positive
brain block school name;0,031982422;positive
smart sophass anglha cheers;0,095703125;positive
sksksksk wonstein my eyes adem diemdiem sarcases manep;0,026785714;positive
kasi disciple students until reasonable ngatain sabras language bring family family;0,030566406;positive
cute sulut dog sarcass;0,0546875;positive
serious sarcass funny;0,015625;positive
yatuhn twt oleng wonshu gakuat sarcasion asdfghjkl kereeennn;0;neutral
wonstein sarcases really brake really ngalus;0,15625;positive
saturday sarcass;0;neutral
father sarcasses mommy tuy;0,109375;positive
the brain is used cheating your friends sarcases;0,04453125;positive
cute sarcass sculpture;0,135416667;positive
nature is no problem tibataba block;0,149658203;positive
dalemans sarcases bang;0,013671875;positive
praise the reaction neng ak praises think really sarcases are wrong;0,04031033;positive
fahams sarcasical name;0,009114583;positive
ukeseme mixed rights about sexual orientation becomes sarcass material;0,019165039;positive
the impression of sarcases of age viewes geu rich or thank you;0,061569214;positive
reject angry talk really sarcases really ask;0,069754464;positive
sarcasses are not toomed;0;neutral
your mother likes sarcases when you get angry you use sarcasm language;0,00292623;positive
read write sarcases bangeet gamau spill univ;1,74386E-05;positive
mamang gallon squidward sarcases;0;neutral
sarcass yak skshexjakawkwj really nare qrts;0,078125;positive
banggaaa wear sarcases pan;-0,03125;negative
understand only sarcases;0,095703125;positive
gm i talked about leave ookkk doi sarcased hehehhe cutay taun jir;-0,000787354;negative
wonstein sarcases anjrrr wkwkwkw cute gemes brakes;0,067708333;positive
aroma sarcass;0,03125;positive
yesss situ sarcasical point system;0;neutral
lost world material laugh laughing scene tokmoh sarcasion of dongga head;-0,052286877;negative
ohh sorry sorry kirain sarcases yesterday really excited dating rumors;-0,069726563;negative
really sarcass;0,234375;positive
curious fandom please help fandom i think wait;0,062186105;positive
shahab suggesting sues present pulling friends;0,037587484;positive
sarcass selling;0;neutral
sarcass gasih.;0;neutral
mercy understand the ball cave find comments or;0,042622884;positive
anj cave sarcased expectations high jh read au sarcastic;-0,027872721;negative
the old fb kid understands the jokes sarcased facts a lot of shitp memes;0,09765625;positive
tamvan voetbalunited gaktau why read rich sarcases;0,030339559;positive
axis reason aka really sarcasant group champion holder;0,068603516;positive
clear i not softs with gin this stage pandemic;0,082039642;positive
bang sarcases name emot laugh of java ngece;0,054268973;positive
office of hades office plus hermes bigos assistant zeus rada sarcases your usual hermes;0,008522727;positive
bolot sarcass level of budeg dewa except for eating girls invites talking;0;neutral
i see the sarcases idol kpop is north opera over pixe;-0,017333165;negative
stranger gundar cool kids gundar sarcases dogs;-0,052176339;negative
ko rich sarcass rich yey yeaayy;0,060638428;positive
sarcass punten jago;0;neutral
conditioned cool sarcases change indonesian face tangung;0,029593331;positive
ak sk sarkas mrh;0;neutral
boong sarcass;0;neutral
shy bro;0,015625;positive
sosoan consider the action know uda sarcass attitude laking holds;0,021350569;positive
sarcassant bngt;0;neutral
neng commented the person toxic seriously pretentious ngarnas;0;neutral
efendi cewe silent sadboy motion fuckboy sarkas cowo;-0,014648438;negative
cau ayu;0;neutral
iye sarcass;0;neutral
caessa is rich in sarcass;0,060638428;positive
eta sarcass;0;neutral
i can say sensitive julite sub tweet sarcases;-0,024414063;negative
dtube funny love sarcamic criticism suggestion emang;0,080357143;positive
understand the sarcass;0,095703125;positive
gasi sarcass;0;neutral
kteam kktbkkskoknkk.;0;neutral
really nice to see the gangerti mean sarcases;0,206340474;positive
diem cynical smile has passed the sophistor limit;-0,05267636;negative
fag keinget riquet morohmoroh talks mithra owen cave magic strong mithra sarkas owh strong;0,008126395;positive
the essence is headed for the countrys duties;0,0390625;positive
admin gocek sarkas waw just;0;neutral
healz hina ali.;0;neutral
form of criticism of satire sarcass murals;-0,024995422;negative
weve resek fitting smp sma ordinary cowo guy;0,060424805;positive
sarcases also joked tetep right;0,050976563;positive
its really funny the sarcasian lecturer group is really language;0,111607143;positive
internal internal in internal students of bem faculty faculty of ukmukm facilities;0,029513889;positive
the comment of sarcased sarcases i gave the same channel;-0,014259242;negative
sarcass gen;0;neutral
im stupid different from sarcasical sarcastic sarcastic prettuation pretend to pretend gatau;-0,10390625;negative
sopass on children rice anngess gin when for children drug capek blabla;0,006944444;positive
the legal child is sarcass sarcasine except me;0,015625;positive
pretend to be tuli putting a rich position;0,011471558;positive
read solder sarkas break cape;-0,001529133;negative
sarcass is really muji.;0,15625;positive
cute sirkas;0,203125;positive
three beat dark rapture mission hl laughed sarcases;0,001290458;positive
different intellectual people who are criticism;0,1640625;positive
say sophass sirga suitable;0,047363281;positive
im really rideled i was angry i was laughing at its sarkas i was okay laaa;0,064453125;positive
sarcases ngebales replyan bela ole;0;neutral
sarcass bang;0,020507813;positive
hahahahah dog ngakkkak alien champion sarcas champion kedu;-0,060546875;negative
really kennya kyungsoo sarcassed a friend;0,11875;positive
i put the sarcases of rame the apprentice of the payment continued to use the sentence of a photo of cmiiw;0,003955078;positive
strange peoples spices live sweet salty;0,025065104;positive
asked to help around sarcass reply;0,000732422;positive
completed almost years bales typical typical ale;0,045758929;positive
indonesian satire sarcases lip;0;neutral
sometimes the sarcass is a little awokaw;0;neutral
flavor sarcastically a little surrendered a little in the lablem of hufttt;-0,00625;negative
break up sunday sarcases;-0,001302083;negative
sasuga marketing sarcases promotion intentions;0;neutral
sarcase revenge remembers;-0,041666667;negative
fess feels a sarcaspansos account on the idol;-0,032678223;negative
keinget tiktok tiktok sarcases gara low not having dreams entrepeneur blg emg;-0,02623291;negative
diemnya i sarcased my mouth sarcaske mouth;0;neutral
sarcass jul.;0;neutral
only his idol joined gin isti;-0,03515625;negative
praise the reaction of neng ak praises think really sopass;0,126922607;positive
really wrong to confide in sosmed liver ken berti erti society likes;-0,002758789;negative
kaga i michi stan ngehate jihoon jihoon michi objects;-0,000976563;negative
defended by sarcass jihoon like chara except michi dibales sender like tre;-0,003417969;negative
anakkolong real soby soby fruits sbys a little bit;-0,014543806;negative
like sarcases to emot;0;neutral
miss teach anecdot the twist plot;-0,062194824;negative
anjir ktanya ngehate idol sarcasine genuine gas likes cual;0,026121528;positive
brown sbnrnya likes jihoon joint joints;0,020833333;positive
his tweet vow sometimes likes sarcases afraid;-0,016276042;negative
